,product_name,brand_name,RAM,ResolusiKamera,UkuranLayar,KapasitasBaterai,release_date,display_name,price_mean_new,price_mean_used,price_max,price_min
5069,LS855 Marquee,LG,512 MB,5 MP,4 inch,1500 mAh,2011.0,LG LS855 Marquee,0.0,0,0,0
5070,LS860 Mach,LG,1 GB,5 MP,4 inch,1700 mAh,2012.0,LG LS860 Mach,0.0,0,0,0
5071,LW770 Optimus Regard,LG,1 GB,5 MP,3.5 inch,1700 mAh,2011.0,LG LW770 Optimus Regard,0.0,0,0,0
5072,MS690 Optimus M,LG,512 MB,3.15 MP,3.2 inch,1500 mAh,2010.0,LG MS690 Optimus M,0.0,0,0,0
5073,MS695 Optimus M+,LG,512 MB,5 MP,3.5 inch,1300 mAh,2012.0,LG MS695 Optimus M+,0.0,0,0,0
5074,P509 Optimus T,LG,,3.15 MP,3.2 inch,1500 mAh,2010.0,LG P509 Optimus T,0.0,0,0,0
5075,US780 Optimus F7,LG,1 GB,8 MP,4.7 inch,2540 mAh,2013.0,LG US780 Optimus F7,0.0,0,0,0
5076,VM701 Optimus Slider,LG,512 MB,3.2 MP,3.2 inch,1500 mAh,2011.0,LG VM701 Optimus Slider,0.0,0,0,0
5077,VS410 Optimus Zone,LG,512 MB,3.15 MP,3.2 inch,1540 mAh,2013.0,LG VS410 Optimus Zone,0.0,0,0,0
5078,VS660 Vortex,LG,,3.15 MP,3.2 inch,1500 mAh,2010.0,LG VS660 Vortex,0.0,0,0,0
5079,VS700 Enlighten,LG,,3.15 MP,3.2 inch,1540 mAh,2011.0,LG VS700 Enlighten,0.0,0,0,0
5080,VS740 Ally,LG,256 MB,3.2 MP,3.2 inch,1500 mAh,2010.0,LG VS740 Ally,567100.0,0,567100,0
5081,VS750 Fathom,LG,256 MB,3.15 MP,3.2 inch,1540 mAh,2011.0,LG VS750 Fathom,0.0,0,0,0
5082,VS840 Lucid,LG,1 GB,5 MP,4 inch,1700 mAh,2012.0,LG VS840 Lucid,0.0,0,0,0
5083,VS870 Lucid 2,LG,1 GB,5 MP,4.3 inch,2460 mAh,2012.0,LG VS870 Lucid 2,0.0,0,0,0
5084,VS890 Enact,LG,1 GB,5 MP,4 inch,2460 mAh,2013.0,LG VS890 Enact,0.0,0,0,0
5085,VS920 Spectrum,LG,1 GB,8 MP,4.5 inch,1830 mAh,2011.0,LG VS920 Spectrum,0.0,0,0,0
5086,VS930 Spectrum 2,LG,1 GB,8 MP,4.7 inch,,2007.0,LG VS930 Spectrum 2,0.0,0,0,0
5087,VS950 Intuition,LG,1 GB,8 MP,4.7 inch,,2007.0,LG VS950 Intuition,0.0,0,0,0
5088,MX2 64GB,Meizu,2 GB,8 MP,4.4 inch,1800 mAh,2012.0,Meizu MX2 64GB,0.0,0,0,0
5089,A110 Canvas 2,Micromax,1 GB,8 MP,4.7 inch,,2007.0,Micromax A110 Canvas 2,0.0,0,0,0
5090,A110Q Canvas 2 plus,Micromax,1 GB,8 MP,5 inch,2000 mAh,2013.0,Micromax A110Q Canvas 2 plus,0.0,0,0,0
5091,A111 Canvas Doodle,Micromax,512 MB,8 MP,5.3 inch,2100 mAh,2013.0,Micromax A111 Canvas Doodle,0.0,0,0,0
5092,A115 Canvas 3D,Micromax,512 MB,5 MP,5 inch,2000 mAh,2013.0,Micromax A115 Canvas 3D,0.0,0,0,0
5093,A25 Smarty,Micromax,1 GB,8 MP,5 inch,2000 mAh,2012.0,Micromax A25 Smarty,0.0,0,0,0
5094,A27 Ninja,Micromax,256 MB,0.3 MP,3.5 inch,,2012.0,Micromax A27 Ninja,0.0,0,0,0
5095,A30 Smarty 3,Micromax,256 MB,2 MP,3 inch,1500 mAh,2012.0,Micromax A30 Smarty 3,0.0,0,0,0
5096,A44 Superfone Punk,Micromax,512 MB,2 MP,3.5 inch,1200 mAh,2012.0,Micromax A44 Superfone Punk,0.0,0,0,0
5097,A45 Superfone Punk,Micromax,256 MB,2 MP,3.5 inch,1300 mAh,2012.0,Micromax A45 Superfone Punk,0.0,0,0,0
5098,A50,Micromax,256 MB,2 MP,3.1 inch,1200 mAh,2011.0,Micromax A50,0.0,0,0,0
5099,A54 Smarty 3.5,Micromax,256 MB,3 MP,3.5 inch,1300 mAh,2012.0,Micromax A54 Smarty 3.5,0.0,0,0,0
5100,A55,Micromax,,3.15 MP,2.8 inch,1000 mAh,2011.0,Micromax A55,0.0,0,0,0
5101,A57 Ninja 3,Micromax,512 MB,3.15 MP,3.5 inch,1400 mAh,2012.0,Micromax A57 Ninja 3,0.0,0,0,0
5102,A65 Smarty 4.3,Micromax,512 MB,2 MP,4.3 inch,1350 mAh,2012.0,Micromax A65 Smarty 4.3,0.0,0,0,0
5103,A68 Smarty 4,Micromax,512 MB,5 MP,4 inch,1600 mAh,2012.0,Micromax A68 Smarty 4,0.0,0,0,0
5104,A70,Micromax,256 MB,5 MP,3.2 inch,1450 mAh,2011.0,Micromax A70,0.0,0,0,0
5105,A72 Canvas VIVA,Micromax,,3.15 MP,5 inch,,2013.0,Micromax A72 Canvas VIVA,0.0,0,0,0
5106,A88 Canvas Music,Micromax,512 MB,5 MP,4.5 inch,1800 mAh,2012.0,Micromax A88 Canvas Music,0.0,0,0,0
5107,A90S Superfone Pixel,Micromax,512 MB,8 MP,4.3 inch,1600 mAh,2012.0,Micromax A90S Superfone Pixel,0.0,0,0,0
5108,A3100 MOTOSURF,Motorola,128 MB,3.15 MP,2.8 inch,1170 mAh,2009.0,Motorola A3100 MOTOSURF,4000000.0,0,4000000,0
5109,A555 DEVOUR,Motorola,,3 MP,3.1 inch,1400 mAh,2010.0,Motorola A555 DEVOUR,0.0,0,0,0
5110,A955 DROID 2,Motorola,512 MB,5 MP,3.7 inch,1400 mAh,2010.0,Motorola A955 DROID 2,0.0,0,0,0
5111,A956 DROID 2 Global,Motorola,512 MB,5 MP,3.7 inch,1420 mAh,2010.0,Motorola A956 DROID 2 Global,0.0,0,0,0
5112,ES400,Motorola,256 MB,3.15 MP,3 inch,1540 mAh,2010.0,Motorola ES400,0.0,0,0,0
5113,i886,Motorola,1 GB,2 MP,2.2 inch,1380 mAh,2011.0,Motorola i886,0.0,0,0,0
5114,MB300 BACKFLIP,Motorola,256 MB,5 MP,3.1 inch,1400 mAh,2010.0,Motorola MB300 BACKFLIP,1699000.0,0,1699000,0
5115,MB501 CLIQ XT,Motorola,256 MB,5 MP,3.1 inch,1420 mAh,2010.0,Motorola MB501 CLIQ XT,0.0,0,0,0
5116,MB611 CLIQ 2,Motorola,512 MB,5 MP,3.7 inch,1420 mAh,2011.0,Motorola MB611 CLIQ 2,0.0,0,0,0
5117,MB612 XPRT,Motorola,512 MB,5 MP,3.1 inch,1860 mAh,2011.0,Motorola MB612 XPRT,0.0,0,0,0
5118,MB810 DROID X,Motorola,512 MB,8 MP,4.3 inch,1540 mAh,2010.0,Motorola MB810 DROID X,1063888.888888889,0,1200000,0
5119,MB886 ATRIX HD,Motorola,1 GB,8 MP,4.5 inch,1780 mAh,2011.0,Motorola MB886 ATRIX HD,1996835.4430379744,0,2000000,0
5120,ME722 MILESTONE 2,Motorola,512 MB,5 MP,3.7 inch,1390 mAh,2010.0,Motorola ME722 MILESTONE 2,0.0,0,0,0
5121,MT887 RAZR V,Motorola,1 GB,8 MP,4.3 inch,1750 mAh,2012.0,Motorola MT887 RAZR V,0.0,0,0,0
5122,Q9h,Motorola,96 MB,2 MP,2.4 inch,1170 mAh,2005.0,Motorola Q9h,0.0,0,0,0
5123,WX445 Citrus,Motorola,256 MB,3.15 MP,3 inch,1150 mAh,2010.0,Motorola WX445 Citrus,0.0,0,0,0
5124,XT1080M DROID MAXX,Motorola,2 GB,10 MP,5 inch,3500 mAh,2011.0,Motorola XT1080M DROID MAXX,2105000.0,0,3000000,0
5125,XT300 SPICE,Motorola,256 MB,3.15 MP,3 inch,1170 mAh,2010.0,Motorola XT300 SPICE,0.0,0,0,0
5126,XT317 SPICE Key,Motorola,256 MB,3.15 MP,2.8 inch,1420 mAh,2012.0,Motorola XT317 SPICE Key,0.0,0,0,0
5127,XT389 MOTOSMART (MOTOLUXE),Motorola,512 MB,3.15 MP,3.5 inch,,2012.0,Motorola XT389 MOTOSMART (MOTOLUXE),0.0,0,0,0
5128,XT502 QUENCH XT3,Motorola,256 MB,3.15 MP,3.2 inch,1270 mAh,2010.0,Motorola XT502 QUENCH XT3,0.0,0,0,0
5129,XT502 QUENCH XT5,Motorola,256 MB,5 MP,3.2 inch,1270 mAh,2010.0,Motorola XT502 QUENCH XT5,0.0,0,0,0
5130,XT531,Motorola,512 MB,5 MP,3.5 inch,1540 mAh,2011.0,Motorola XT531,988000.0,0,988000,0
5131,XT603 Admiral,Motorola,512 MB,5 MP,3.1 inch,1860 mAh,2011.0,Motorola XT603 Admiral,1212438.0555555557,0,1545000,0
5132,XT610 DROID PRO,Motorola,512 MB,5 MP,3.1 inch,1420 mAh,2010.0,Motorola XT610 DROID PRO,0.0,0,0,0
5133,XT711,Motorola,256 MB,8 MP,3.7 inch,1390 mAh,2010.0,Motorola XT711,0.0,0,0,0
5134,XT720 MILESTONE,Motorola,256 MB,8 MP,3.7 inch,1390 mAh,2010.0,Motorola XT720 MILESTONE,0.0,0,0,0
5135,XT800 Glam (Milestone),Motorola,512 MB,5 MP,3.7 inch,1390 mAh,2010.0,Motorola XT800 Glam (Milestone),1709000.0,0,1709000,0
5136,XT862 / XT863 DROID 3,Motorola,512 MB,8 MP,4 inch,1540 mAh,2011.0,Motorola XT862 / XT863 DROID 3,0.0,0,0,0
5137,XT875 DROID BIONIC,Motorola,1 GB,8 MP,4.3 inch,1735 mAh,2010.0,Motorola XT875 DROID BIONIC,1350000.0,0,1350000,0
5138,XT881 ELECTRIFY 2,Motorola,1 GB,8 MP,4.3 inch,1780 mAh,2012.0,Motorola XT881 ELECTRIFY 2,0.0,0,0,0
5139,XT885 RAZR V,Motorola,1 GB,8 MP,4.3 inch,1750 mAh,2012.0,Motorola XT885 RAZR V,0.0,0,0,0
5140,XT889 RAZR V,Motorola,1 GB,8 MP,4.3 inch,1780 mAh,2012.0,Motorola XT889 RAZR V,0.0,0,0,0
5141,XT894 DROID 4,Motorola,1 GB,8 MP,4 inch,1785 mAh,2011.0,Motorola XT894 DROID 4,1550000.0,0,1550000,0
5142,XT897 PHOTON Q 4G LTE,Motorola,1 GB,8 MP,4.3 inch,,2012.0,Motorola XT897 PHOTON Q 4G LTE,0.0,0,0,0
5143,XT905 ELECTRIFY M,Motorola,1 GB,8 MP,4.3 inch,2000 mAh,2012.0,Motorola XT905 ELECTRIFY M,0.0,0,0,0
5144,XT905 RAZR M,Motorola,1 GB,8 MP,4.3 inch,2000 mAh,2012.0,Motorola XT905 RAZR M,1950000.0,0,1950000,0
5145,XT907 DROID RAZR M,Motorola,1 GB,8 MP,4.3 inch,2000 mAh,2012.0,Motorola XT907 DROID RAZR M,2300000.0,0,2300000,0
5146,XT919 RAZR D3,Motorola,1 GB,8 MP,4 inch,2000 mAh,2013.0,Motorola XT919 RAZR D3,0.0,0,0,0
5147,XT925 RAZR HD,Motorola,1 GB,8 MP,4.7 inch,1500 mAh,2012.0,Motorola XT925 RAZR HD,0.0,0,0,0
5148,XT926 DROID RAZR MAXX HD 16GB,Motorola,1 GB,8 MP,4.7 inch,2530 mAh,2012.0,Motorola XT926 DROID RAZR MAXX HD 16GB,3450000.0,0,3450000,0
5149,XT926 DROID RAZR MAXX HD 32GB,Motorola,1 GB,8 MP,4.7 inch,2530 mAh,2012.0,Motorola XT926 DROID RAZR MAXX HD 32GB,2850000.0,0,2850000,0
5150,XT928,Motorola,1 GB,13 MP,4.5 inch,1735 mAh,2011.0,Motorola XT928,0.0,0,0,0
5151,Lumia 1320,Nokia,1 GB,5 MP,6 inch,3400 mAh,2013.0,Nokia Lumia 1320,4141297.0,0,4141297,0
5152,Lumia 505,Nokia,256 MB,8 MP,3.7 inch,1300 mAh,2012.0,Nokia Lumia 505,0.0,0,0,0
5153,Lumia 610 NFC,Nokia,256 MB,5 MP,3.7 inch,1300 mAh,2012.0,Nokia Lumia 610 NFC,1464792.4528301887,0,1450000,0
5154,Lumia 730,Nokia,1 GB,6.7 MP,4.7 inch,2200 mAh,2013.0,Nokia Lumia 730,2217047.222222222,0,2905000,0
5155,Lumia 810,Nokia,1 GB,8 MP,4.3 inch,1800 mAh,2012.0,Nokia Lumia 810,0.0,0,0,0
5156,Lumia 822,Nokia,1 GB,8 MP,4.3 inch,1800 mAh,2010.0,Nokia Lumia 822,0.0,0,0,0
5157,Lumia 910,Nokia,512 MB,8 MP,4.3 inch,1830 mAh,2012.0,Nokia Lumia 910,0.0,0,0,0
5158,Lumia 925 32GB,Nokia,1 GB,8 MP,4.5 inch,,2013.0,Nokia Lumia 925 32GB,4377777.777777778,0,4450000,0
5159,Lumia 929,Nokia,2 GB,20 MP,5 inch,,2010.0,Nokia Lumia 929,0.0,0,0,0
5160,N9 32GB,Nokia,1 GB,8 MP,3.9 inch,,2011.0,Nokia N9 32GB,0.0,0,0,0
5161,N9 64GB,Nokia,1 GB,8 MP,3.9 inch,1450 mAh,2011.0,Nokia N9 64GB,0.0,0,0,0
5162,Eluga DL1,Panasonic,1 GB,8 MP,4.3 inch,1150 mAh,2011.0,Panasonic Eluga DL1,0.0,0,0,0
5163,Chaser,PCD,512 MB,3 MP,3.2 inch,1450 mAh,2012.0,PCD Chaser,0.0,0,0,0
5164,W920,Philips,512 MB,5 MP,4.3 inch,1280 mAh,2011.0,Philips W920,0.0,0,0,0
5165,Acclaim R880,Samsung,256 MB,3.15 MP,3.2 inch,1500 mAh,2010.0,Samsung Acclaim R880,0.0,0,0,0
5166,ATIV Odyssey i930,Samsung,1 GB,5 MP,4 inch,2100 mAh,2010.0,Samsung ATIV Odyssey i930,0.0,0,0,0
5167,ATIV S Neo i800,Samsung,1 GB,8 MP,4.77 inch,2000 mAh,2010.0,Samsung ATIV S Neo i800,0.0,0,0,0
5168,Behold II(2) T939,Samsung,,5 MP,3.2 inch,1500 mAh,2009.0,Samsung Behold II(2) T939,0.0,0,0,0
5169,C6620,Samsung,,2 MP,2.6 inch,1300 mAh,2008.0,Samsung C6620,0.0,0,0,0
5170,Captivate Glide i927,Samsung,1 GB,8 MP,4 inch,1650 mAh,2011.0,Samsung Captivate Glide i927,0.0,0,0,0
5171,Captivate i897,Samsung,512 MB,5 MP,4 inch,1500 mAh,2010.0,Samsung Captivate i897,0.0,0,0,0
5172,Code i220,Samsung,128 MB,2 MP,2.4 inch,1440 mAh,2010.0,Samsung Code i220,0.0,0,0,0
5173,Conquer 4G SPH-D600,Samsung,512 MB,3.2 MP,3.5 inch,1500 mAh,2011.0,Samsung Conquer 4G SPH-D600,0.0,0,0,0
5174,Continuum i400,Samsung,336 MB,5 MP,3.4 inch,,2010.0,Samsung Continuum i400,0.0,0,0,0
5175,DoubleTime i857,Samsung,256 MB,3.15 MP,3.2 inch,1200 mAh,2011.0,Samsung DoubleTime i857,0.0,0,0,0
5176,Droid Charge i510,Samsung,,8 MP,4.3 inch,1600 mAh,2010.0,Samsung Droid Charge i510,0.0,0,0,0
5177,Epix i907,Samsung,150 MB,2 MP,2.5 inch,1800 mAh,2008.0,Samsung Epix i907,0.0,0,0,0
5178,Exec i225,Samsung,,2 MP,2.4 inch,1500 mAh,2010.0,Samsung Exec i225,0.0,0,0,0
5179,Exhibit 4G T759,Samsung,512 MB,3.15 MP,3.5 inch,1500 mAh,2011.0,Samsung Exhibit 4G T759,0.0,0,0,0
5180,Exhibit II(2) 4G T679,Samsung,512 MB,3.15 MP,3.7 inch,1500 mAh,2011.0,Samsung Exhibit II(2) 4G T679,0.0,0,0,0
5181,Exhilarate i577,Samsung,1 GB,5 MP,4 inch,1750 mAh,2012.0,Samsung Exhilarate i577,0.0,0,0,0
5182,Fascinate 4G T959P,Samsung,512 MB,5 MP,4 inch,1500 mAh,2010.0,Samsung Fascinate 4G T959P,0.0,0,0,0
5183,Fascinate i500,Samsung,,5 MP,4 inch,1500 mAh,2010.0,Samsung Fascinate i500,0.0,0,0,0
5184,Focus 2 i667,Samsung,,5 MP,4 inch,1750 mAh,2008.0,Samsung Focus 2 i667,0.0,0,0,0
5185,Focus Flash i677,Samsung,512 MB,5 MP,3.7 inch,1500 mAh,2011.0,Samsung Focus Flash i677,0.0,0,0,0
5186,Focus i917,Samsung,512 MB,5 MP,4 inch,1500 mAh,2010.0,Samsung Focus i917,0.0,0,0,0
5187,Focus S i937 16GB,Samsung,512 MB,8 MP,4.3 inch,1650 mAh,2011.0,Samsung Focus S i937 16GB,0.0,0,0,0
5188,Focus S i937 32GB,Samsung,512 MB,8 MP,4.3 inch,1650 mAh,2011.0,Samsung Focus S i937 32GB,0.0,0,0,0
5189,Galaxy 3 i5800,Samsung,256 MB,3.15 MP,3.2 inch,1500 mAh,2010.0,Samsung Galaxy 3 i5800,4412948.888888889,0,1651400,0
5190,Galaxy Admire R820 4G,Samsung,,3.2 MP,3.6 inch,2100 mAh,2011.0,Samsung Galaxy Admire R820 4G,0.0,0,0,0
5191,Galaxy Amp i407,Samsung,1 GB,5 MP,4 inch,1500 mAh,2010.0,Samsung Galaxy Amp i407,0.0,0,0,0
5192,Galaxy Apollo i5801,Samsung,256 MB,3.15 MP,3.2 inch,1500 mAh,2010.0,Samsung Galaxy Apollo i5801,0.0,0,0,0
5193,Galaxy Appeal i827,Samsung,512 MB,3.15 MP,3.2 inch,1300 mAh,2012.0,Samsung Galaxy Appeal i827,0.0,0,0,0
5194,Galaxy Attain R920 4G,Samsung,512 MB,3.15 MP,3.5 inch,1650 mAh,2012.0,Samsung Galaxy Attain R920 4G,0.0,0,0,0
5195,Galaxy Discover S730G,Samsung,512 MB,3 MP,3.5 inch,1300 mAh,2010.0,Samsung Galaxy Discover S730G,0.0,0,0,0
5196,Galaxy Discover S730M,Samsung,512 MB,3.15 MP,3.5 inch,1300 mAh,2012.0,Samsung Galaxy Discover S730M,0.0,0,0,0
5197,Galaxy Exhibit T599,Samsung,1 GB,5 MP,3.8 inch,1500 mAh,2013.0,Samsung Galaxy Exhibit T599,0.0,0,0,0
5198,Galaxy Express i437,Samsung,1 GB,5 MP,4.5 inch,2000 mAh,2012.0,Samsung Galaxy Express i437,0.0,0,0,0
5199,Galaxy Indulge R910,Samsung,,3.15 MP,3.5 inch,1500 mAh,2010.0,Samsung Galaxy Indulge R910,0.0,0,0,0
5200,Galaxy Light T399,Samsung,1 GB,5 MP,4 inch,1800 mAh,2012.0,Samsung Galaxy Light T399,0.0,0,0,0
5201,Galaxy M Style M340S,Samsung,,3.15 MP,4 inch,1650 mAh,2011.0,Samsung Galaxy M Style M340S,0.0,0,0,0
5202,Galaxy Note 3 16GB Dual N9002,Samsung,3 GB,13 MP,5.7 inch,,2013.0,Samsung Galaxy Note 3 16GB Dual N9002,4240833.333333333,0,4000000,0
5203,Galaxy Pocket Duos S5302,Samsung,,2 MP,2.8 inch,1200 mAh,2012.0,Samsung Galaxy Pocket Duos S5302,999000.0,0,999000,0
5204,Galaxy Premier i9260 16GB,Samsung,1 GB,8 MP,4.65 inch,2100 mAh,2012.0,Samsung Galaxy Premier i9260 16GB,0.0,0,0,0
5205,Galaxy Prevail 2 M840,Samsung,512 MB,5 MP,4 inch,1750 mAh,2013.0,Samsung Galaxy Prevail 2 M840,0.0,0,0,0
5206,Galaxy Prevail M820,Samsung,512 MB,2 MP,3.2 inch,1500 mAh,2011.0,Samsung Galaxy Prevail M820,1224166.666666667,0,1050000,0
5207,Galaxy Reverb M950,Samsung,768 MB,5 MP,4 inch,1700 mAh,2011.0,Samsung Galaxy Reverb M950,0.0,0,0,0
5208,Galaxy Ring SPH-M840,Samsung,1 GB,5 MP,4 inch,1750 mAh,2013.0,Samsung Galaxy Ring SPH-M840,0.0,0,0,0
5209,Galaxy Round G910S,Samsung,3 GB,13 MP,5.7 inch,,2013.0,Samsung Galaxy Round G910S,9800000.0,0,9800000,0
5210,Galaxy Rugby Pro I547,Samsung,1 GB,5 MP,4 inch,1850 mAh,2012.0,Samsung Galaxy Rugby Pro I547,2500000.0,0,2500000,0
5211,Galaxy S Advance i9070 16GB,Samsung,768 MB,5 MP,4 inch,,2011.0,Samsung Galaxy S Advance i9070 16GB,3500000.0,0,3500000,0
5212,Galaxy S Blaze 4G T769,Samsung,1 GB,6 MP,4 inch,1750 mAh,2012.0,Samsung Galaxy S Blaze 4G T769,0.0,0,0,0
5213,Galaxy S Lightray 4G R940,Samsung,,8 MP,4.3 inch,1600 mAh,2012.0,Samsung Galaxy S Lightray 4G R940,0.0,0,0,0
5214,Galaxy SII(2) Epic 4G Touch SPH-D710,Samsung,1 GB,8 MP,4.52 inch,1800 mAh,2011.0,Samsung Galaxy SII(2) Epic 4G Touch SPH-D710,2449300.0,0,2449300,0
5215,Galaxy SII(S2) CDMA SCH-R760 16GB,Samsung,1 GB,8 MP,4.3 inch,1650 mAh,2011.0,Samsung Galaxy SII(S2) CDMA SCH-R760 16GB,5000000.0,0,5000000,0
5216,Galaxy SII(S2) CDMA SCH-R760 32GB,Samsung,1 GB,8 MP,4.3 inch,1650 mAh,2011.0,Samsung Galaxy SII(S2) CDMA SCH-R760 32GB,0.0,0,0,0
5217,Galaxy SII(S2) Skyrocket i727,Samsung,1 GB,8 MP,4.5 inch,1850 mAh,2011.0,Samsung Galaxy SII(S2) Skyrocket i727,0.0,0,0,0
5218,Galaxy SII(S2) Skyrocket HD I757,Samsung,1 GB,8 MP,4.65 inch,1850 mAh,2010.0,Samsung Galaxy SII(S2) Skyrocket HD I757,0.0,0,0,0
5219,Galaxy SII(S2) TV,Samsung,1 GB,8 MP,4.5 inch,1850 mAh,2011.0,Samsung Galaxy SII(S2) TV,0.0,0,0,0
5220,Galaxy Stratosphere II(2) I415,Samsung,1 GB,5 MP,4 inch,,2012.0,Samsung Galaxy Stratosphere II(2) I415,0.0,0,0,0
5221,Galaxy Y Pro DUOS B5512,Samsung,290 MB,3.15 MP,2.6 inch,1350 mAh,2011.0,Samsung Galaxy Y Pro DUOS B5512,0.0,0,0,0
5222,Gem i100,Samsung,,3.15 MP,3.2 inch,,2010.0,Samsung Gem i100,0.0,0,0,0
5223,Giorgio Armani B7620,Samsung,256 MB,5 MP,3.5 inch,1500 mAh,2009.0,Samsung Giorgio Armani B7620,0.0,0,0,0
5224,Giorgio Armani Galaxy S i9010,Samsung,,5 MP,4 inch,1650 mAh,2010.0,Samsung Giorgio Armani Galaxy S i9010,0.0,0,0,0
5225,Godiva,Samsung,,,,,2012.0,Samsung Godiva,0.0,0,0,0
5226,Gravity SMART T589,Samsung,270 MB,3.15 MP,3.2 inch,1500 mAh,2011.0,Samsung Gravity SMART T589,0.0,0,0,0
5227,i200,Samsung,1 GB,2 MP,2.3 inch,,2008.0,Samsung i200,1330000.0,0,1330000,0
5228,i600 Ultra Messaging,Samsung,64 MB,1.3 MP,2.3 inch,1200 mAh,2005.0,Samsung i600 Ultra Messaging,0.0,0,0,0
5229,i620,Samsung,64 MB,2 MP,2.2 inch,1200 mAh,2007.0,Samsung i620,0.0,0,0,0
5230,I640V,Samsung,64 MB,2 MP,2.4 inch,1000 mAh,2007.0,Samsung I640V,0.0,0,0,0
5231,i708,Samsung,,,,,2008.0,Samsung i708,0.0,0,0,0
5232,i718  /  i710,Samsung,,2 MP,2.8 inch,1200 mAh,2005.0,Samsung i718  /  i710,0.0,0,0,0
5233,i740,Samsung,64 MB,2 MP,2.8 inch,1200 mAh,2005.0,Samsung i740,0.0,0,0,0
5234,I780,Samsung,128 MB,2 MP,2.55 inch,1480 mAh,2007.0,Samsung I780,0.0,0,0,0
5235,I900L Omnia 8GB,Samsung,128 MB,5 MP,3.2 inch,1440 mAh,2008.0,Samsung I900L Omnia 8GB,941800.0,0,941800,0
5236,Intercept,Samsung,,3.15 MP,3.2 inch,1500 mAh,2010.0,Samsung Intercept,0.0,0,0,0
5237,Intrepid,Samsung,256 MB,3.15 MP,2.55 inch,1480 mAh,2009.0,Samsung Intrepid,0.0,0,0,0
5238,Jack,Samsung,256 MB,3.15 MP,2.4 inch,1480 mAh,2009.0,Samsung Jack,0.0,0,0,0
5239,Moment,Samsung,,3.15 MP,3.2 inch,1440 mAh,2009.0,Samsung Moment,0.0,0,0,0
5240,Omnia 7 i8700 16GB,Samsung,,5 MP,4 inch,1500 mAh,2010.0,Samsung Omnia 7 i8700 16GB,0.0,0,0,0
5241,Omnia i900 8GB,Samsung,128 MB,5 MP,3.2 inch,1440 mAh,2008.0,Samsung Omnia i900 8GB,0.0,0,0,0
5242,Omnia i910 8GB,Samsung,128 MB,5 MP,3.2 inch,1440 mAh,2008.0,Samsung Omnia i910 8GB,0.0,0,0,0
5243,Omnia II(2) i8000 / i920 2GB,Samsung,256 MB,5 MP,3.7 inch,1500 mAh,2009.0,Samsung Omnia II(2) i8000 / i920 2GB,0.0,0,0,0
5244,Omnia II(2) i8000 / i920 8GB,Samsung,256 MB,5 MP,3.7 inch,1500 mAh,2009.0,Samsung Omnia II(2) i8000 / i920 8GB,0.0,0,0,0
5245,Omnia Lite B7300,Samsung,128 MB,3.15 MP,3 inch,1500 mAh,2009.0,Samsung Omnia Lite B7300,0.0,0,0,0
5246,Omnia M S7530 4GB,Samsung,384 MB,5 MP,4 inch,1500 mAh,2012.0,Samsung Omnia M S7530 4GB,0.0,0,0,0
5247,Omnia M S7530 8GB,Samsung,384 MB,5 MP,4 inch,1500 mAh,2012.0,Samsung Omnia M S7530 8GB,0.0,0,0,0
5248,Omnia Pro 4 B7350,Samsung,,3.15 MP,2.62 inch,1500 mAh,2010.0,Samsung Omnia Pro 4 B7350,0.0,0,0,0
5249,Omnia Pro 5 B6520,Samsung,,2 MP,2.4 inch,1500 mAh,2010.0,Samsung Omnia Pro 5 B6520,0.0,0,0,0
5250,Omnia Pro B7320,Samsung,256 MB,3.15 MP,2.4 inch,1480 mAh,2009.0,Samsung Omnia Pro B7320,0.0,0,0,0
5251,Omnia Pro B7320L,Samsung,256 MB,3.1 MP,2.4 inch,1480 mAh,2009.0,Samsung Omnia Pro B7320L,0.0,0,0,0
5252,Omnia Pro B7330,Samsung,256 MB,3.15 MP,2.62 inch,1500 mAh,2009.0,Samsung Omnia Pro B7330,0.0,0,0,0
5253,Omnia Pro B7610,Samsung,256 MB,5 MP,3.5 inch,1500 mAh,2009.0,Samsung Omnia Pro B7610,0.0,0,0,0
5254,Patek,Samsung,,,,,2010.0,Samsung Patek,0.0,0,0,0
5255,Pivot,Samsung,,3 MP,2.6 inch,1700 mAh,2005.0,Samsung Pivot,0.0,0,0,0
5256,Google Nexus S i9020,Samsung,512 MB,5 MP,4 inch,1500 mAh,2010.0,Samsung Google Nexus S i9020,2300000.0,0,2300000,0
5257,Propel Pro,Samsung,1 GB,5 MP,4.65 inch,1750 mAh,2008.0,Samsung Propel Pro,0.0,0,0,0
5258,Replenish,Samsung,128 MB,3 MP,2.55 inch,1000 mAh,2009.0,Samsung Replenish,0.0,0,0,0
5259,Repp,Samsung,128 MB,3 MP,2.55 inch,1000 mAh,2009.0,Samsung Repp,0.0,0,0,0
5260,Rugby Smart,Samsung,128 MB,3 MP,2.55 inch,1000 mAh,2009.0,Samsung Rugby Smart,0.0,0,0,0
5261,S5380 Wave Y,Samsung,128 MB,3 MP,2.55 inch,1000 mAh,2009.0,Samsung S5380 Wave Y,0.0,0,0,0
5262,S5780 Wave 578,Samsung,,3.15 MP,3.2 inch,1200 mAh,2011.0,Samsung S5780 Wave 578,0.0,0,0,0
5263,S7230E Wave 723,Samsung,,5 MP,3.2 inch,1200 mAh,2010.0,Samsung S7230E Wave 723,0.0,0,0,0
